patient_id,EGFR_PROTEIN,EGFR_RNA,EGFR_activity_mean,phospho_Y1016,phospho_Y1069,phospho_Y1092,phospho_Y1110,phospho_Y1172,EGFR_expression_score,is_egfr_hotspot,ligand,protein,median_binding_nM,median_p_binding,n_measurements,standard_units,canonical_smiles,MolWt,MolLogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds,RingCount,HeavyAtomCount,cohort_CPTAC,batch_domain_CPTAC,mutation_unknown,egfr_hotspot_label_other,binding_type_IC50,binding_type_KD,pref_name_erlotinib hydrochloride,pref_name_imatinib,mutation_binding_context_other_IC50,mutation_binding_context_other_KD,protein_ligand_pair_CHEMBL203_CHEMBL1079742,protein_ligand_pair_CHEMBL203_CHEMBL941
C3L-00083,25.0415832172602,10.94,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL941,CHEMBL203,50000.055,6.979303657420888,2,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,True,False,False,True,True,False,False,True
C3L-00083,25.0415832172602,10.94,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL941,CHEMBL203,10000.0,5.0,23,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,False,True,False,True,False,True,False,True
C3L-00093,24.4695108198644,12.78,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL1079742,CHEMBL203,42.5,7.489405350465031,4,nM,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,True,True,True,True,True,False,True,False,True,False,True,False
C3L-00093,24.4695108198644,12.78,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL941,CHEMBL203,50000.055,6.979303657420888,2,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,True,False,False,True,True,False,False,True
C3L-00093,24.4695108198644,12.78,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL941,CHEMBL203,10000.0,5.0,23,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,False,True,False,True,False,True,False,True
C3L-00094,24.7383165786791,12.28,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL1079742,CHEMBL203,42.5,7.489405350465031,4,nM,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,True,True,True,True,True,False,True,False,True,False,True,False
C3L-00094,24.7383165786791,12.28,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL941,CHEMBL203,50000.055,6.979303657420888,2,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,True,False,False,True,True,False,False,True
C3L-00094,24.7383165786791,12.28,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL941,CHEMBL203,10000.0,5.0,23,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,False,True,False,True,False,True,False,True
C3L-00095,24.9813336570897,12.34,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL1079742,CHEMBL203,42.5,7.489405350465031,4,nM,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,True,True,True,True,True,False,True,False,True,False,True,False
C3L-00095,24.9813336570897,12.34,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL941,CHEMBL203,50000.055,6.979303657420888,2,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,True,False,False,True,True,False,False,True
C3L-00095,24.9813336570897,12.34,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL941,CHEMBL203,10000.0,5.0,23,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,False,True,False,True,False,True,False,True
C3L-00140,25.030301878115,12.47,1,13.072192414390651,12.6046447755037,17.530325112873,10.583122355255949,18.44859567402295,17.989460393447978,0.0,CHEMBL1079742,CHEMBL203,42.5,7.489405350465031,4,nM,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,True,True,True,True,True,False,True,False,True,False,True,False
C3L-00140,25.030301878115,12.47,1,13.072192414390651,12.6046447755037,17.530325112873,10.583122355255949,18.44859567402295,17.989460393447978,0.0,CHEMBL941,CHEMBL203,50000.055,6.979303657420888,2,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,True,False,False,True,True,False,False,True
C3L-00140,25.030301878115,12.47,1,13.072192414390651,12.6046447755037,17.530325112873,10.583122355255949,18.44859567402295,17.989460393447978,0.0,CHEMBL941,CHEMBL203,10000.0,5.0,23,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,False,True,False,True,False,True,False,True
C3L-00144,25.5229505272406,13.26,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL1079742,CHEMBL203,42.5,7.489405350465031,4,nM,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,True,True,True,True,True,False,True,False,True,False,True,False
C3L-00144,25.5229505272406,13.26,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL941,CHEMBL203,50000.055,6.979303657420888,2,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,True,False,False,True,True,False,False,True
C3L-00144,25.5229505272406,13.26,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL941,CHEMBL203,10000.0,5.0,23,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,False,True,False,True,False,True,False,True
C3L-00263,25.2077115074721,12.3,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.78487997569265,18.78487997569265,0.0,CHEMBL1079742,CHEMBL203,42.5,7.489405350465031,4,nM,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,True,True,True,True,True,False,True,False,True,False,True,False
C3L-00263,25.2077115074721,12.3,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.78487997569265,18.78487997569265,0.0,CHEMBL941,CHEMBL203,50000.055,6.979303657420888,2,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,True,False,False,True,True,False,False,True
C3L-00263,25.2077115074721,12.3,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.78487997569265,18.78487997569265,0.0,CHEMBL941,CHEMBL203,10000.0,5.0,23,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,False,True,False,True,False,True,False,True
C3L-00279,25.7485218030559,13.15,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.6326719038641,18.6326719038641,0.0,CHEMBL1079742,CHEMBL203,42.5,7.489405350465031,4,nM,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,True,True,True,True,True,False,True,False,True,False,True,False
C3L-00279,25.7485218030559,13.15,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.6326719038641,18.6326719038641,0.0,CHEMBL941,CHEMBL203,50000.055,6.979303657420888,2,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,True,False,False,True,True,False,False,True
C3L-00279,25.7485218030559,13.15,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.6326719038641,18.6326719038641,0.0,CHEMBL941,CHEMBL203,10000.0,5.0,23,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,False,True,False,True,False,True,False,True
C3L-00368,25.8287616618409,13.59,1,13.072192414390651,12.6046447755037,18.3238196875235,10.583122355255949,19.256333267017556,18.790076477270524,0.0,CHEMBL1079742,CHEMBL203,42.5,7.489405350465031,4,nM,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,True,True,True,True,True,False,True,False,True,False,True,False
C3L-00368,25.8287616618409,13.59,1,13.072192414390651,12.6046447755037,18.3238196875235,10.583122355255949,19.256333267017556,18.790076477270524,0.0,CHEMBL941,CHEMBL203,50000.055,6.979303657420888,2,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,True,False,False,True,True,False,False,True
C3L-00368,25.8287616618409,13.59,1,13.072192414390651,12.6046447755037,18.3238196875235,10.583122355255949,19.256333267017556,18.790076477270524,0.0,CHEMBL941,CHEMBL203,10000.0,5.0,23,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,False,True,False,True,False,True,False,True
C3L-00412,24.9982671311309,11.65,1,13.072192414390651,12.6046447755037,17.7189778877548,10.583122355255949,18.865020633290122,17.7189778877548,0.0,CHEMBL1079742,CHEMBL203,42.5,7.489405350465031,4,nM,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,True,True,True,True,True,False,True,False,True,False,True,False
C3L-00412,24.9982671311309,11.65,1,13.072192414390651,12.6046447755037,17.7189778877548,10.583122355255949,18.865020633290122,17.7189778877548,0.0,CHEMBL941,CHEMBL203,50000.055,6.979303657420888,2,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,True,False,False,True,True,False,False,True
C3L-00412,24.9982671311309,11.65,1,13.072192414390651,12.6046447755037,17.7189778877548,10.583122355255949,18.865020633290122,17.7189778877548,0.0,CHEMBL941,CHEMBL203,10000.0,5.0,23,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,False,True,False,True,False,True,False,True
C3L-00422,25.5854863398615,13.28,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL1079742,CHEMBL203,42.5,7.489405350465031,4,nM,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,True,True,True,True,True,False,True,False,True,False,True,False
C3L-00422,25.5854863398615,13.28,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL941,CHEMBL203,50000.055,6.979303657420888,2,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,True,False,False,True,True,False,False,True
C3L-00422,25.5854863398615,13.28,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL941,CHEMBL203,10000.0,5.0,23,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,False,True,False,True,False,True,False,True
C3L-00510,25.1276540810189,13.11,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL1079742,CHEMBL203,42.5,7.489405350465031,4,nM,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,True,True,True,True,True,False,True,False,True,False,True,False
C3L-00510,25.1276540810189,13.11,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL941,CHEMBL203,50000.055,6.979303657420888,2,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,True,False,False,True,True,False,False,True
C3L-00510,25.1276540810189,13.11,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL941,CHEMBL203,10000.0,5.0,23,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,False,True,False,True,False,True,False,True
C3L-00604,25.5789469370576,13.28,1,13.072192414390651,11.70987316125485,17.31265957314855,10.583122355255949,18.46905993551355,15.830530889972316,0.0,CHEMBL1079742,CHEMBL203,42.5,7.489405350465031,4,nM,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,True,True,True,True,True,False,True,False,True,False,True,False
C3L-00604,25.5789469370576,13.28,1,13.072192414390651,11.70987316125485,17.31265957314855,10.583122355255949,18.46905993551355,15.830530889972316,0.0,CHEMBL941,CHEMBL203,50000.055,6.979303657420888,2,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,True,False,False,True,True,False,False,True
C3L-00604,25.5789469370576,13.28,1,13.072192414390651,11.70987316125485,17.31265957314855,10.583122355255949,18.46905993551355,15.830530889972316,0.0,CHEMBL941,CHEMBL203,10000.0,5.0,23,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,False,True,False,True,False,True,False,True
C3L-00893,25.535569904301,13.81,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL1079742,CHEMBL203,42.5,7.489405350465031,4,nM,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,True,True,True,True,True,False,True,False,True,False,True,False
C3L-00893,25.535569904301,13.81,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL941,CHEMBL203,50000.055,6.979303657420888,2,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,True,False,False,True,True,False,False,True
C3L-00893,25.535569904301,13.81,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL941,CHEMBL203,10000.0,5.0,23,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,False,True,False,True,False,True,False,True
C3L-00913,25.0545503955683,11.34,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL1079742,CHEMBL203,42.5,7.489405350465031,4,nM,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,True,True,True,True,True,False,True,False,True,False,True,False
C3L-00913,25.0545503955683,11.34,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL941,CHEMBL203,50000.055,6.979303657420888,2,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,True,False,False,True,True,False,False,True
C3L-00913,25.0545503955683,11.34,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL941,CHEMBL203,10000.0,5.0,23,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,False,True,False,True,False,True,False,True
C3L-00973,24.89454976491,11.81,1,13.0873727155154,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,13.0873727155154,0.0,CHEMBL1079742,CHEMBL203,42.5,7.489405350465031,4,nM,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,True,True,True,True,True,False,True,False,True,False,True,False
C3L-00973,24.89454976491,11.81,1,13.0873727155154,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,13.0873727155154,0.0,CHEMBL941,CHEMBL203,50000.055,6.979303657420888,2,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,True,False,False,True,True,False,False,True
C3L-00973,24.89454976491,11.81,1,13.0873727155154,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,13.0873727155154,0.0,CHEMBL941,CHEMBL203,10000.0,5.0,23,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,False,True,False,True,False,True,False,True
C3L-01330,25.4858764937843,13.65,1,13.072192414390651,12.6046447755037,17.61215485684675,10.583122355255949,18.865020633290122,17.61215485684675,0.0,CHEMBL1079742,CHEMBL203,42.5,7.489405350465031,4,nM,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,True,True,True,True,True,False,True,False,True,False,True,False
C3L-01330,25.4858764937843,13.65,1,13.072192414390651,12.6046447755037,17.61215485684675,10.583122355255949,18.865020633290122,17.61215485684675,0.0,CHEMBL941,CHEMBL203,50000.055,6.979303657420888,2,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,True,False,False,True,True,False,False,True
C3L-01330,25.4858764937843,13.65,1,13.072192414390651,12.6046447755037,17.61215485684675,10.583122355255949,18.865020633290122,17.61215485684675,0.0,CHEMBL941,CHEMBL203,10000.0,5.0,23,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,False,True,False,True,False,True,False,True
